timestamp,ppgcc-m02_pod_amount,ppgcc-m02_memory,ppgcc-m02_cpu,ppgcc-m03_pod_amount,ppgcc-m03_memory,ppgcc-m03_cpu,ppgcc-m04_pod_amount,ppgcc-m04_memory,ppgcc-m04_cpu,ppgcc-m05_pod_amount,ppgcc-m05_memory,ppgcc-m05_cpu
0,5,1250572,61144349,5,1252404,75403604,5,1270920,74740836,5,1240660,68631904
60,5,1314724,78394497,5,1326060,92910571,5,1334676,84128860,5,1312072,88533845
120,6,1362508,96079791,4,1301376,110164691,5,1351440,126254042,5,1333192,91739286
180,7,1349656,164662830,4,1319196,109788028,2,1246368,156849616,7,1366012,149400688
240,6,1355508,165377845,5,1396152,170481973,2,1265112,115552586,7,1411972,176379575
300,5,1308120,177181330,4,1379916,190571927,4,1375464,222852335,7,1396712,205760835
360,5,1336236,153390865,4,1369884,179859798,4,1414404,217274903,7,1463768,179052666
420,6,1448964,207469332,4,1382820,216299973,3,1336128,205989840,7,1468468,173031078
480,6,1458336,232634179,3,1398000,236832159,3,1350780,227362609,8,1499880,217276183
540,6,1483068,262367416,3,1383348,261292630,3,1361208,209000946,8,1514016,217689635
600,5,1429544,301502627,3,1396416,243067107,4,1395396,273753628,8,1535444,268213849
